### Cluster 26 — Symptoms (65)
Symptom,Frequency
swelling of affected parts,1
pains worse on motion,1
stiffness in tendo achillis,1
stiff neck from cold draft,1
menses delayed,1
small of back pain extends down thighs,1
stiff joints at night,1
heart pain extends down left arm,1
soreness in tendo achillis,1
compare with pulsatilla,1
tremors all over,1
feels troubled,1
cervical region sensitive,rheumatic pains in neck muscles,1.0,1
cervical region sensitive,chest pain extorts cries,1.0,1
cervical region sensitive,joint pains with heat,1.0,1
cervical region sensitive,chest pain worse by motion,1.0,1
cervical region sensitive,cramp in neck muscles on moving head,1.0,1
cervical region sensitive,tendo achillis pain worse when walking,1.0,1
cervical region sensitive,head retracted,1.0,1
cervical region sensitive,pain in lumbar region,1.0,1
cervical region sensitive,feels grieved,1.0,1
joint pains with swelling,swelling of affected parts,1.0,1
joint pains with swelling,pains worse on motion,1.0,1
joint pains with swelling,stiffness in tendo achillis,1.0,1
joint pains with swelling,stiff neck from cold draft,1.0,1
joint pains with swelling,menses delayed,1.0,1
joint pains with swelling,small of back pain extends down thighs,1.0,1
joint pains with swelling,stiff joints at night,1.0,1
joint pains with swelling,heart pain extends down left arm,1.0,1
joint pains with swelling,soreness in tendo achillis,1.0,1
joint pains with swelling,compare with pulsatilla,1.0,1
joint pains with swelling,tremors all over,1.0,1
joint pains with swelling,feels troubled,1.0,1
joint pains with swelling,sore bruised feeling of whole body,1.0,1
joint pains with swelling,neck very painful on slight motion,1.0,1
joint pains with swelling,cervical region sensitive,1.0,1
joint pains with swelling,contraction in neck,1.0,1
joint pains with swelling,brain feels too large,1.0,1
joint pains with swelling,menses irregular,1.0,1
joint pains with swelling,aching in tendo achillis,1.0,1
joint pains with swelling,dull headache in vertex,1.0,1
joint pains with swelling,soreness of dorsal muscles,1.0,1
joint pains with swelling,spine sensitive,1.0,1
joint pains with swelling,pain in right chest,1.0,1
joint pains with swelling,crampy sticking pains,1.0,1
joint pains with swelling,aching down left leg,1.0,1
joint pains with swelling,menses suppressed,1.0,1
joint pains with swelling,affects belly of muscles,1.0,1
joint pains with swelling,shivers run all over body,1.0,1
joint pains with swelling,severe pain down arms,1.0,1
joint pains with swelling,pains worse toward night,1.0,1
joint pains with swelling,neck retracted,1.0,1
joint pains with swelling,violent aching in lumbar region,1.0,1
joint pains with swelling,heart pain extends over chest,1.0,1
joint pains with swelling,dull headache in occiput,1.0,1
joint pains with swelling,affects chest muscles,1.0,1
joint pains with swelling,growing pains about lower limbs,1.0,1
joint pains with swelling,weak trembling pain in small of back,1.0,1
joint pains with swelling,heat of affected parts,1.0,1
joint pains with swelling,compare with caulophyllum,1.0,1
joint pains with swelling,rheumatic pains in back muscles,1.0,1
joint pains with swelling,affects back muscles,1.0,1
joint pains with swelling,excruciating pains in arms,1.0,1
joint pains with swelling,numbness as if nerve compressed,1.0,1
joint pains with swelling,compare with actea spicata,1.0,1
joint pains with swelling,rheumatism of dorsal muscles,1.0,1
joint pains with swelling,upper dorsal region sensitive,1.0,1
joint pains with swelling,affects neck muscles,1.0,1
joint pains with swelling,stiff joints in morning,1.0,1
joint pains with swelling,excessive muscular soreness,1.0,1
joint pains with swelling,dull aching burning in second joint of right great toe,1.0,1
joint pains with swelling,belly of muscles affected,1.0,1
joint pains with swelling,arm pains worse as evening approaches,1.0,1
joint pains with swelling,associated with deranged menstruation,1.0,1
joint pains with swelling,weight in lumbar region,1.0,1
joint pains with swelling,weight in sacral region,1.0,1
joint pains with swelling,rheumatic pains in neck muscles,1.0,1
joint pains with swelling,chest pain extorts cries,1.0,1
joint pains with swelling,joint pains with heat,1.0,1
joint pains with swelling,chest pain worse by motion,1.0,1
joint pains with swelling,cramp in neck muscles on moving head,1.0,1
